name,quantity,notes,final_price,original_price,discount,url
"Dr. Bacto's BioSulf (Vegetative Cells Of Thiobacillus Spp.), Non Toxic. Converts The Insoluble Form of Sulphur and Ferrous Into Soluble Form.",1.00 liter,1 Ltr x 1 Qty,800,941,141,https://agribegri.com/products/buy-biosulf-fertilizer-online--buy-liquid-biofertilizers-online.php
"Dr. Bacto's AZO, Azotobacter Chrocoocum Organic Fertilizer, Azotobacter spp. Is the Free-Living Nitrogen-Fixing Aerobic Bacterium",1.00 liter,1 Ltr x 1 Qty,657,773,116,https://agribegri.com/products/buy-azotobacter-chrocoocum-online--buy-aerobic-bacterium-online.php
"Dr. Bacto's Pancham Gold Granules, Formulation of Arbuscular Mycorrhiza, Increase the Plant Growth and Yield and Enrich the Soil Condition",1.00 no,10 KG Bucket,1555,1830,275,https://agribegri.com/products/buy-bactos-pancham-gold-granules-online--buy-pancham-gold-online.php
"Neptune Fawar-33 Knapsack Hand Operated Sprayer, Garden Sprayer 16 Liter Tank Capacity, Yellow",1.00 qty,,1646,2600,954,https://agribegri.com/products/plastic-pressure-chamber-sprayer.php
"Neptune NF-02 Knapsack Hand Operated Sprayer, Garden Sprayer, 16 Liter Tank Capacity",1.00 qty,,1421,1999,578,https://agribegri.com/products/knapsack-hand-operated-garden-sprayer.php
"Neptune Foot Sprayer , Plastic Portable Sprayers for Big Mango Tree, Efficient for Spraying On Tall Trees and Long-Distance Spraying (Black)",1.00 qty,,7306,9000,1694,https://agribegri.com/products/portable-foot-sprayers-for-big-mango-tree.php
"Neptune Petrol Engine Water Pump Set 1.5-Inch NWP 520 2 Stroke, Suitable For Flooding,Transfer Water To Empty Pools",1.00 qty,,10997,18000,7003,https://agribegri.com/products/-petrol-engine-water-pump-set-15-inch-2-stroke.php
"RICKSTIN - Carbendazim 50% WP,  Broad Spectrum Fungicide, broad-spectrum systemic fungicide",2.00 kg,1 Kg x 2 Qty,1348,1920,572,https://agribegri.com/products/buy-carbendazim-50-wp-online--buy-darrick-fungicide-online-.php
"Hectare Scuffle Hoe Manual Weeder, For weeding In Crop, Easy To Use, Best Material.",1.00 qty,Without Pole,439,599,160,https://agribegri.com/products/buy-scuffle-hoe-online--best-scuffle-hoe-without-pipe-online-.php
"Katra Fertilizers Fungus-G Organic Fungicide For Seeds And Plants, works against several plants pathogenic fungus",250.00 ml,250 ML x 1 Qty,646,680,34,https://agribegri.com/products/buy-fungicide-for-seed-online--fungicide-for-plants-in-india.php
"Angel Drip - Elbow Connector (Heavy), For Drip Irrigation, Best Quality Material.",100.00 no,16 MM,465,1000,535,https://agribegri.com/products/buy-16mm-elbow-online--best-16mm-elbow-online--buy-16mm-elbow.php
"Angel Drip - Rubber Grommet, Durable Black Color Material For Long Life, Various Sizes.",100.00 qty,20 mm Closed Grommet,405,1000,595,https://agribegri.com/products/buy-close-grommet-online--buy-16mm-close-grommet-online-.php
"Darrick Rickmida Imidacloprid 17.8% SL, Systemic Insecticides, Controls Sucking Insects and Termites Very Effectively",250.00 ml,250 ML x 1 Qty,389,510,121,https://agribegri.com/products/buy-imidacloprid-178-sl-online--darrick-rick-mida--agro-store.php
"Angel Drip - Take Off (Start Connector), Heavy Material, Easy to use, Long life, Durable products",100.00 no,16 mm Normal Take Off,304,700,396,https://agribegri.com/products/buy-takeoff-start-connector-online--16mm-start-connector-online-.php
"Viroeseal - An Organic Certified Product, Virus Disease Controller in Tomato, Chilli, Papaya and Cucurbits",1.00 liter,1 Ltr x 1 Qty,1475,1633,158,https://agribegri.com/products/buy-tomato-chilli-papaya-virus-controller--virus-controller--.php
"Angel Drip - Joiner , Straight connectors, Best quality Material, For Drip Irrigation.",100.00 qty,16 mm Ring Joiner,338,700,362,https://agribegri.com/products/buy-12--16-mm-drip-jointer-online--best-drip-connector-online-.php
"Siddhi 20 Pieces Each, Rain Pipe Connector And End Cap 40 MM, Durable Quality Material",1.00 set,,766,1599,833,https://agribegri.com/products/buy-rainpipe-connector--endcap--buy-connectors--endcap-online-.php
"Seaman - Manganese Amino Acid Chelate-Mn-12%, Amino Acid-25%, Increase Vegetative Growth Of Plant , Prepares Plant To Be Defensive Against Diseases",500.00 gm,500 Gm x 1 Qty,460,510,50,https://agribegri.com/products/buy-chelated-manganese-amino-acid-online--agri-amino-acid-.php
"Seamag - Magnesium Amino Acid Chelate Mg-6%, Amino Acid-25% , Fish Amino Acid , Makes Leaf Appear More Greener, Helps Leaves to Capture Sun Energy",500.00 gm,500 Gm x 1 Qty,479,510,31,https://agribegri.com/products/buy-magnesium-amino-acid-online--chelated-amino-acid-.php
"UTKRISHTA - Mixture of Micronutrients Fertilizer - Karnataka Grade, Zn-3%, Fe-2%, Mn-1%, B-0.5%, Contains Micro-filtered Biological Amino Acids",250.00 gm,250 Gm x 1 Qty,300,330,30,https://agribegri.com/products/buy-utkrishta-micronutrient-fertilizer--online-utkrishta.php
"Seazin- Zinc Amino Acid Chelated, Help In Conversation Of Starch To Sugars, Contain Important Enzymes And Proteins, Help Plant Development",250.00 gm,250 Gm x 1 Qty,308,330,22,https://agribegri.com/products/buy-seazin--zinc-amino-acid-online---zinc-amino-acid-online-.php
"Amino Acid Liquid - Amino Pearl- L40 Biostimulant, Help Plants Regulate Phototropism, Photosynthesis, Stimulate Carbon And Nitrogen Metabolism",250.00 ml,250 ML x 1 Qty,395,450,55,https://agribegri.com/products/buy-amino-acid-for-plants-online--amino-acid-l-40-for-plants-.php
"Amino Powder - Amino Emerald- Bio Stimulant, Contains Phosphorus And Potassium Equally For Healthy Plants, Improves Quality Of Yield",500.00 gm,500 Gm x 1 Qty,520,550,30,https://agribegri.com/products/buy-amino-acid-for-plants-online--amino-acid-powder--agro-store.php
"SK ORGANIC Moringa Seeds PKM1 Hybrid Drumstick Seeds (Saijan Ki Phalli, Saragavo)",250.00 gm,250 Gm x 1 Qty,480,980,500,https://agribegri.com/products/buy-drumsick-moringa-seeds-online--buy-pkm1-moringa-seed-online-.php
"BHAGIRATH - 16mm Inline 300 Mtr Drip Irrigation Pipe Inbuild Dripper, Use for Agriculture and gardening purpose",1.00 qty,Dripper At 35CM,3598,3600,2,https://agribegri.com/products/buy-16mm-drip-pipe-online--buy-drip-irrigation-pipe-online-.php
"Zeal Biologicals Grow More Plant Growth Promoter, Made Up Of Nano Technology To Give Best Result, Increase The Fruiting And Growth Of Plants",10.00 ml,10 ML x 1 Qty,568,600,32,https://agribegri.com/products/buy-plant-growth-promoter-online--organic-pgr--agro-store.php
"PROSTAR Emamectin Benzoate 5% SG Recommended For the Control Of Cotton, Shoot In Cabbage",500.00 gm,500 Gm x 1 Qty,1027,3255,2228,https://agribegri.com/products/buy-emamectin-benzoate-5-sg-online--prostar--agro-store-.php
Katyayani Activated Humic Acid + Fulvic Acid Plants Fertilizer & Bio Enhancer with Silicon wetting Agent 100% Organic for Home Garden & Agriculture,400.00 gm,400 Gm x 1 Qty,326,470,144,https://agribegri.com/products/katyayani-activated-humic-acid--fulvic-acid-.php
"Mipatex HDPE Plastic Geomembrane Black Fish Pond Liner Sheet 300 Micron, UV Stabilized",1.00 no,6 FT x 6 FT,650,1413,763,https://agribegri.com/products/mipatex--buy-fish-pond-liner-online--pond-liner-online--.php
"Hamla 550, Chlorpyriphos 50% + Cypermethrin 5% EC Insecticide, Systemic and Contact Action",2.00 liter,1 Ltr x 2 Qty,1565,2700,1135,https://agribegri.com/products/buy-chlorpyriphos-50--cypermethrin-5-ec-online--hamla-550-.php
"Urja Seeds Tinda, Navneet Round Gourd, Light Green Color, Round Fruits, Agribegri",250.00 gm,250 Gm x 1 Qty,455,1125,670,https://agribegri.com/products/buy-tinda-navneet-seed-online--urja-tinda-navneet-seed.php
"Urja Golden Acre Cabbage Seeds, Early Maturing Variety, Best In Germination",100.00 gm,100 Gm x 1 Qty,360,500,140,https://agribegri.com/products/buy-cabbage-seeds-online--cabbage-gold-express-seeds-online.php
"Urja Beet Root Ruby Queen Seeds Imported, Rounded Red Roots, Chukandar Ke Beej, Sweet In Taste.",100.00 gm,50 Gm x 2 Qty,269,340,71,https://agribegri.com/products/buy-beet-seed-online--urja-seeds.php
"Mipatex Woven Fabric Grow Bags, Heavy Duty Premium HDPE Woven Laminated Fabric",2.00 no,6 x 6 Inch,275,410,135,https://agribegri.com/products/buy-mipatex-grow-bag-online--woven-fabric-grow-bag.php
"Mipatex Tarpaulin 150 GSM Waterproof Multipurpose Use, Poly Tadpatri with Aluminum Eyelets.",1.00 qty,6 FT x 9 FT,415,1171,756,https://agribegri.com/products/tarpaulin-buy-online--mipatex--buy-tadpatri-onliine-.php
"RK Seeds Madras Thorn Tamarind Seeds - Pithecellobium Dulce Seeds , Natural Seeds , Leaves Are Useful Livestock Feeds , Can Use For Shade , Shelter",100.00 gm,100 Gm x 1 Qty,246,350,104,https://agribegri.com/products/buy-tamarind-tree-seeds-online--madras-thorn-tamarind-seeds.php
Mipatex Tarpaulin 150 GSM Waterproof Multipurpose Plastic Heavy Duty with Aluminium Eyelets.,1.00 qty,6 FT x 9 FT,564,1171,607,https://agribegri.com/products/buy-best-quality-tarpaulin-online--tarpaulin-buy-online.php
"Systemic Fungicide Domark Tetraconazole 3.8% EW It Control Blister Blight Leaf Spot Rust and Sheath Blight, Foliar Fungicide",1.00 liter,1 Ltr x 1 Qty,1750,1943,193,https://agribegri.com/products/buy-systemic-fungicide-online--tetraconazole-38--domark-.php
"Chipku Pheromone Trap Funnel with Leucinodes Orbonalis Lure for Catch Insect Moth of Brinjal Fruit and Shoot Borer Lucin, Trap And Lure.",20.00 set,Trap + Lure,1185,1200,15,https://agribegri.com/products/chipku---pheromone-trap-funnel-with-luecinodes-orbonalis-lure-.php
"Willowood Willo-Mite Propargite 57% EC Insecticide, all Type of Mite Controller, Use for Tea, Brinjal, Chili and Apple",1.00 liter,1 Ltr x 1 Qty,1150,1550,400,https://agribegri.com/products/buy-mite-controller-online--red-spider-killer--propargite-57-.php
"Chipku - Pheromone Ecomax Trap with Fruit Fly Lure (Bactrocera Dorsalis) Attract Targeted Pest Only, For Fruit and Vegetables Crops",25.00 set,Trap + Lure,2628,2750,122,https://agribegri.com/products/chipku-pheromone-ecomax-trap-with-fruit-fly-lure-bactocera-dorsa.php
"Chipku - Pheromone Mac Phill Trap with Fruit Fly Lure (Bactrocera Dorsalis) For Avocado, Banana, Bitter Melon, Citrus, Coffee, Guava, Macadamia, Mango",10.00 set,Trap + Lure,1357,1400,43,https://agribegri.com/products/pheromone-mac-phill-trap-with-fruit-fly-lure-bactocera-dorsalis.php
Katyayani Propcyp Profenofos 40% + Cypermethrin 4% EC Insecticide For Plants,1.00 liter,1 Ltr x 1 Qty,1022,1918,896,https://agribegri.com/products/buy-profenofos-40--cypermethrin-4-ec-online--katyayani-prompt.php
"Liquibor A Unique Liquid Boron Solution (10%B) , Boron: 10% , Maintenance of Boron Levels In Plant Tissues , Organic Farming",500.00 ml,500 ML x 1 Qty,800,865,65,https://agribegri.com/products/buy-boron-10-fertilizer-online--buy-boron-10--supplements-.php
"Microsul, Liquid Sulphur, Sulphur 52% , Nutrient Supplement To Crops , Effective for deterring diseases like Powdery mildews",500.00 ml,500 ML x 1 Qty,500,540,40,https://agribegri.com/products/buy-liquid-sulphur-52--fertilizer-online--sulphur-fertilizer-.php
"Greenpeace Humino Plus Plant Growth Promoter, Humic and Amino Liquid, Amino acid 20%, Humic Acid 15%",1.00 liter,1 Ltr x 1 Qty,649,875,226,https://agribegri.com/products/buy-plant-growth-promoter-online--amino-acid-20-humic-acid-15-.php
"Gassin Pierre GREEN CALBO (Calcium Ca 6%; Boron B 2%) , Enhances Flower And Fruit Setting, Checks Fruit Dropping , Excellent Dispersing Agent",5.00 liter,500 ML x 10 Qty,9056,9250,194,https://agribegri.com/products/buy-calcium--boron-fertilizer-online--calcium-6--boron-2-.php
"Geolife Balance Nutri Multi Micro Nutrient , Contain Zinc (Zn), Iron (Fe), Boron (B), Copper (Cu), Manganese (Mn) & Molybdenum (Mo)",150.00 gm,50 Gm x 3 Qty,674,765,91,https://agribegri.com/products/buy-balance-nutri-multi-micronutrient-online--geolife-products-.php
"Katyayni NPK 20:20:20 Fertilizer for Plants With 2 Sample - Mix Micronutrient and Humic Acid, Complete Set For Plant Growth.",1.00 kg,1 Kg x 1 Qty,491,500,9,https://agribegri.com/products/katyayani-3-in-1-npk-202020-water-soluble-fertilizer.php
"Katyayani Flowering Fertilizer Booster for All Flowering Plants Roses, Orchids, Hibiscus, Jasmine, etc with Mix Micro Nutrient Super for Home Garden",250.00 ml,250 ML x 1 Qty,358,748,390,https://agribegri.com/products/buy-flowering-booster-fertilizer-online--micronutrient-fertilize.php
"Garden Shears Pruners Scissor (Multicolor) Pruner 8 Inc, With Safety Lock, Durable And Long Lasting Material",1.00 qty,,378,599,221,https://agribegri.com/products/buy-garden-shears-pruners-scissor-online--buy-8-pruner-.php
"Heavy Garden Wooden Handle Grass Scissor Hedge Shears Cutter, High Quality Gardening Tools",1.00 qty,,757,1399,642,https://agribegri.com/products/buy-online-long-garden-shears--wooden-handle-grass-scissors.php
"SIddhi Plastic Drip Irrigation Accessories 40 mm Connector Cock, High Durable Material, Long Lasting Product, For Agricultural Rain Pipe",10.00 qty,,749,1311,562,https://agribegri.com/products/buy-drip-connector-400mm-online--plastic-drip-connector-online.php
"Sarpan F1 Hybrid Bottle Gourd-55, Very High Yield, Less Hairy Fruit Green Color, For All Seasons",50.00 gm,50 Gm x 1 Qty,324,360,36,https://agribegri.com/products/buy-sarpan-f1-hybrid-bitter-gourd-seeds-online--sarpan-seeds-.php
"Sarpan Gailardia Hybrid SGH-1 Yellow Seeds, Used For Meadow Gardens, Garden Borders, Raised Beds, and Mass Planting",30.00 gm,10 Gm x 3 Qty,810,1055,245,https://agribegri.com/products/buy_sarpan_hybrid_gailardia_sarpan_seed_gaillardia.php
"Sarpan Hybrid Snake Gourd-21, Silver Green Color, Can be Grown In all seasons",50.00 gm,50 Gm x 1 Qty,792,990,198,https://agribegri.com/products/buy-hybrid-gourd-seeds-online--high-yield-gourd-seeds-.php
"Sarpan Ridge Gourd-33 F1 Hybrid Seeds, Early and Very High Yielding Variety",50.00 gm,50 Gm x 1 Qty,405,450,45,https://agribegri.com/products/buy-hybrid-ridge-gourd-seeds-online--sarpan-ridge-gourd-f-1-33-.php
"Sporekart  Ganoderma Mushroom Spawn Seed, No Artificial Flavors, No Preservatives, Totally Organic",350.00 gm,350 Gm x 1 Qty,479,850,371,https://agribegri.com/products/buy-organic-ganoderma-mushroom-spawn-seed-online--mushroom-spawn.php
"Green Garden Shade Net - Genuine 90% Shade, Mesh, UV Stabilized Material, HDPE Virgin Polymer",1.00 qty,3 x 10 Mtr,1405,1600,195,https://agribegri.com/products/green-garden-shade-net-3--5-mtrs---genuine-90-shade.php
"SRI SAI FORESTRY - Melia Dubia Seeds, Malabar Neem Seeds, Fast Growing Tree",350.00 gm,350 Gm x 1 Qty,402,500,98,https://agribegri.com/products/buy-malabar-neem-seeds-online--buy-melia-dubia-tree-seeds-.php
"SRI SAI FORESTRY -  Alfa Alfa Grass Seeds - Lucerne (Fodder, Soil Erosion Control)",300.00 gm,300 Gm x 1 Qty,429,500,71,https://agribegri.com/products/buy-alfa-grass-seeds-online--alfala-grass-seeds--lucerne--grass.php
"SRI SAI FORESTRY Red Sandal Seeds (Pterocarpus Santalinus , Lal Chandan or Raktachandan)",350.00 gm,350 Gm x 1 Qty,479,500,21,https://agribegri.com/products/red-sandalwood-seeds-online-purchase--buy-chandan-seeds-online.php
"Pheromone Water Trap with Leucinodes Orbonalis Lure to Catch Brinjal Fruit Shoot Borer Insect, Moth. Useful in Brinjal and Egg Plant",10.00 set,Trap + Lure,1076,1100,24,https://agribegri.com/products/buy-agriculture-fly-trap--leucinodes-orbonalis-pheromone-lure.php
"Chipku - Pheromone Water Trap with Tuta Absoluta Lure to Catch Insect Tomato Leaf Miner (TLM) of Tomato, Potato, Eggplant etc.",10.00 set,Trap + Lure,1184,1200,16,https://agribegri.com/products/pheromone-traps-buy-online--insect-catcher--fly-cather-.php
"UNISON Hoe with 12 Inch Handle , Includes Hoe Single Prong, Hoe Fork and Hoe Trowel",1.00 set,,800,1190,390,https://agribegri.com/products/unison-hoe-with-12-handle-set-of-3-single-double--leaf-type.php
"UNISON Dry Land Weeder Fork Type, Dry Land Weeder with 5 Tines & 2 Wheels.",1.00 set,,2034,2400,366,https://agribegri.com/products/unison-dry-land-weeder-fork-type.php
"UNISON Economy Range (Plastic Hand Cultivator, Hand Trowel, Hand Fork), For Garden",1.00 set,,457,590,133,https://agribegri.com/products/unison-economy-range.php
"UNISON Pressure Garden Sprayer 5 Liter Capacity, Best Material, Multipurpose Use.",1.00 no,,985,1050,65,https://agribegri.com/products/buy-power-sprayer-price-in-india--mini-power-sprayer-online--.php
"Zeal Biological Thunder Viricide Virus Controller, Unleash the Power to Defeat Crop Viruses, Controls the Curling of Leaves",100.00 ml,100 ML x 1 Qty,427,599,172,https://agribegri.com/products/bio-fertilizer-manufacturers--virus-special-for-plants-.php
"Zeal Biological Rakshak Crop Protector Larvicide, Enhances Plant Immunity & Prevents Diseases Such As Stem Rot, Root Rot, Etc",250.00 ml,250 ML x 1 Qty,622,700,78,https://agribegri.com/products/copper-fungicide-rakshak--copper-liquid-fungicide--zeal-bio-.php
Milky Mushroom (Commercial Grade) Saw Dust Spawn Seed (800 Gm X 2 Pack) 1600 Gm,1600.00 gm,800 Gm x 2 Qty,706,1000,294,https://agribegri.com/products/calocybe-indica-mushroom-fresh-online--mushroom--buy-mushroom-.php
UNISON' Mini Cultivator Set of 2 Pcs. (3 & 5 Prongs) Easy To Use And Durable,1.00 set,,778,1020,242,https://agribegri.com/products/unison-mini-cultivator-set-of-2-pcs-3--5-prong.php
"Albata Royal Nema - Nematode Control for Agriculture Use, NOCA, SATTVIK and KRUSHI Certified.",1.00 liter,1 Ltr x 1 Qty,2995,3270,275,https://agribegri.com/products/royal-nema---250-ml-specially-for-nematodes.php
"ALBATA Royal SUPER GROW NOCA, SATTVIK and KRUSHI Certified, Agricultural and Domestic use, bio stimulant.",500.00 ml,250 ML x 2 Qty,930,950,20,https://agribegri.com/products/royal-super-grow---500-ml-bio-stimulant.php
Tomato and Gourd Farming Special for Virus Control (Cureal 500ml + Immuno 1L + Enviro 1L + Rootex 2L),1.00 set,,2728,5040,2312,https://agribegri.com/products/tomato-virus-special-.php
"Titan Agritech Pseudo Pep Pseudomonas Fluorescens Powder, Microorganisms for plants, microorganisms for Agriculture, Fungicide For Outdoor Plant",1.00 kg,1 Kg x 1 Qty,295,299,4,https://agribegri.com/products/pseudomonas-fluorescens--bio-fungicide-biofertilizer-fungicide.php
"Bio Agni Virus Plus (Organic Virucide) Best For Leaf Blight, Leaf Spot, and Cankers.",250.00 ml,250 ML x 1 Qty,632,645,13,https://agribegri.com/products/bio-agni-virus-plus---virucide--buy-virucide-online-in-india-.php
"SPREAD-X 180 Silicone Based Sticker Cum Spreader, Excellent Spreading Properties",200.00 ml,100 ML x 2 Qty,355,400,45,https://agribegri.com/products/spread-180---silicon-based-spreader-online-in-india-.php
"RK Seeds - Avenue seeds of Cassia fistula seeds, cassia seeds + Gulmohar Seeds, Delonix regia + Rain tree seeds, Samanea saman seeds, Albizia Saman",150.00 gm,150 Gm x 1 Qty,450,,,https://agribegri.com/products/combo-of-avenue-seed--cassia-seed--gulmohar-seed-online.php
"Barrix Magic Sticker - White Sheet, Non-Drying, Non-Fading, Non- Dripping.",20.00 no,5 No x 4 Pouch,872,940,68,https://agribegri.com/products/barrix-magic-sticker-yellow-sheet---20-sheet.php
"Barrix Magic Sticker Sheet, Non-Drying, Non-Fading, Non-Dripping. Double Side Gumming, Effective In Mass Trapping.",20.00 no,5 No x 4 Pouch,872,940,68,https://agribegri.com/products/barrix-magic-sticker-yellow-sheet-mini---pack-of-40-.php
"Neptune Simplify Farming Tractor Mounted, HTP Sprayer (HTP 22 Silver), Stainless Steel Piston, Easily Attached with Tractor, Useful for High Pressure.",1.00 qty,,5354,7000,1646,https://agribegri.com/products/neptune-simplify-farming-tractor-mounted-sprayer-htp-silver-.php
"Neptune Simplify Farming Tractor Mounted, HTP Sprayer (HTP 30 Gold), Stainless Steel Piston, Easily Attached with Tractor",1.00 qty,,6517,8000,1483,https://agribegri.com/products/neptune-simplify-farming-tractor-mounted-sprayer-htp-gold-.php
"Indian Tulsi Basil Seeds , Tulsi Seed, Medicinal Used & Beneficial For Other Purpose",4000.00 no,2000 Seeds x 2 Qty,468,500,32,https://agribegri.com/products/buy-indian-tulsi-basil-seeds--tulsi-basil-seeds-online-in-india-.php
Cassia Fistula Seeds Golden Shower Tree (Sarakkontrai Seeds) Tree Seed,500.00 gm,500 Gm x 1 Qty,997,1250,253,https://agribegri.com/products/cassia-fistula-seeds-golden-shower-tree-sarakkontrai-seeds-tree.php
YK Laboratory Chilli Virus Special (Immuno 1 ltr + Enviro 1 ltr + Cyto Plus 550 ml),1.00 set,,2180,4100,1920,https://agribegri.com/products/chilli-special-immuno-1-ltr-enviro-1-ltr-cyto-plus-550-ml.php
"Neptune 8 Liter Hand Operated Garden Sprayer (Color May Vary), NF 8.0, High Quality Material.",1.00 qty,8 Ltr Capacity,1435,1900,465,https://agribegri.com/products/neptune-8-liter-hand-operated-lawn-and-garden-sprayer--pressure-.php
"Neptune 6.5 HP 4 Stroke Petrol Water Pump Set, 3x3 Inch (Multicolour) NPP-30, Best for Multipurpose Use",1.00 qty,,12483,20000,7517,https://agribegri.com/products/neptune-simplify-farming-65-hp-petrol-water-pump-set-npp-30.php
"UNISON Garden Tool Kit of 5 Pcs (Includes Trowel, Cultivator, Fork, Khurpa, Hand Weeder)",1.00 set,,760,930,170,https://agribegri.com/products/unison-garden-tool-kit-of-5-pcs-includes-trowel-cultivator-for.php
"Gokul Sprinkler With Different Varieties And Sizes, Suitable For Farms, Garden, Lawns And Others.",10.00 qty,Zinc Metal 3/4 Inch,3823,5000,1177,https://agribegri.com/products/butterfly-micro-sprinkler-12-50-nos.php
Bio Agni Root Clear (Control of Root Fungus). Organic Mineral  Certified Fungicide.,1.00 kg,1 Kg x 1 Qty,1206,1300,94,https://agribegri.com/products/bio-agni-root-clear--buy-bio-agni-root-clear---organic-fungicide.php
"ALBATA Royal Larvend NOCA, SATTVIK and KRUSHI Certified, Non Toxic, Eco friendly.",250.00 ml,250 ML x 1 Qty,780,1150,370,https://agribegri.com/products/royal-larvend---250-ml-larva-special.php
"Urja F1 Hybrid US 9090 (Light Green) Cucumber Seeds, Best In Germination",10.00 gm,10 Gm x 1 Qty,290,400,110,https://agribegri.com/products/urja-cucumber-f1-hybrid-chs-9090-light-green-50-gm.php
"Capsicum F-1 Hybrid Seeds Crystal Urja Green (Imp), Capsicum Best Seeds Online",10.00 gm,10 Gm x 1 Qty,786,1975,1189,https://agribegri.com/products/urja-hybrid-capsicum-crystal-green-50-gm.php
"Borontose Boron Liquid, Boron 10% Micro Nutrient Fertilizer, Suitable For Fruit And Vegetable Crops",250.00 ml,250 ML x 1 Qty,300,415,115,https://agribegri.com/products/borontose-liquid-amino-boron-100-ml.php
"RK Seeds- Samanea Saman seed  Rain Tree Seeds,Avenue  tree seeds Samanea Saman Seeds,  , SHADE tree seeds , Best for planting in Road Avenue , Garden",25.00 gm,25 Gm x 1 Qty,450,650,200,https://agribegri.com/products/buy-albizia-saman-in-india--albizia-seeds--rain-tree-seeds.php
"RK Seeds- Custard apple seeds-Sitaphal seeds,Annona squamosa,  Custard apple fruit garden plants seeds,Sitaphal  fruit tree seeds,Sitaphal fruit seeds",500.00 gm,500 Gm x 1 Qty,370,400,30,https://agribegri.com/products/buy-custard-apple-seeds--sitaphal-seeds--annona-squamosa-seeds.php
"RK Seeds Sky Fruit Seeds , Mahogany Seeds , Swietenia Mahagoni , Mahogany Seeds , Mahogany Seeds for Planting",500.00 gm,500 Gm x 1 Qty,646,650,4,https://agribegri.com/products/sky-fruit-seeds--mahogany-seeds--swietenia-mahagoni-seeds.php
"Neptune 3 in 1 Brush Cutter String Edger with 3 Blades (4 Stroke) BC-360, Multipurpose Trimming Engine",1.00 qty,,12890,25000,12110,https://agribegri.com/products/neptune-brush-cutter---bc-360p-4-stroke-engine.php
"Neptune 58cc 3.5 HP Magnesium Chain Saw with 22-Inch Cutter Bar (CS-58), Powerful Engine",1.00 qty,,8467,15000,6533,https://agribegri.com/products/neptune-petrol-chain-saw-cs-58.php
"Geolife Nano Zn , Nano Fertilizer Zn 12% , Provide ZN-EDTA For Better Growth Of Plants",150.00 gm,50 Gm x 3 Qty,439,510,71,https://agribegri.com/products/geolife-nano-fertilizer-zinc--zinc-fertilizer-online-in-india-.php
"Geolife Nano Mn , Nano Fertilizer Mn 26.6% , 100% Water Soluble Essential For Chlorophyll Production And Photosynthesis",250.00 gm,50 Gm x 5 Qty,828,900,72,https://agribegri.com/products/geolife-nano-fertilizer-mn--manganese-fertilizer-online-in-india.php
"Geolife Nano Fert NPK 00:00:50 Water Soluble Fertilizer, Helps In Application Of Potassium Enriched Water Soluble Fertilizer Protein Production",1.00 kg,1 Kg x 1 Qty,858,1331,473,https://agribegri.com/products/npk-000050--buy-npk-00-00-50-fertilizer-online-in-india.php
"Geolife Nano Fert NPK Fertilizer 00:52:34 , Rich In Water Soluble, Best For Proper Flowering And Attractive Color Formation",600.00 gm,200 Gm x 3 Qty,795,870,75,https://agribegri.com/products/geolife-npk-water-soluble-fertilizer-005234-200-gramsdosage-2.php
"RK Seeds Babul Seeds , Live Fencing Tree Seeds , Acacia Nilotica Seeds , Vachellia Nilotica seeds for planting, Live fencing,  Babul Fodder purpose",250.00 gm,250 Gm x 1 Qty,250,350,100,https://agribegri.com/products/buy-acacia-nilotica-seeds--live-fencing-tree-seeds-online-.php
"RK Seeds Eucalyptus citriodora,Lemon-scented gum Seeds , Lemon , Scented Gum Seeds,Corymbia citriodora,Lemon-Scented Gum,Lemon Scented Eucalyptus seed",10.00 gm,10 Gm x 1 Qty,145,200,55,https://agribegri.com/products/eucalyptus-seeds--scented-gum-seeds--corymbia-citriodora-seeds.php
"RK Seeds - Eucalyptus camaldulensis -Eucalyptus Seeds -Eucalyptus Camaldulensis, River Red Gum, Murray Red Gum, Red Gum, Eucalyptus Tree Seed",10.00 gm,10 Gm x 1 Qty,133,150,17,https://agribegri.com/products/rk-seeds---eucalyptus-camaldulensis--online-eucalyptus-seeds-.php
"Sesbania Dispinosa Dhaincha Malai Murungai Seeds, enhance the beauty of garden, landscapes, commercial crops",5.00 kg,1 Kg x 5 Qty,2174,2250,76,https://agribegri.com/products/sesbania-bispinosa-dhaincha-malai-murungai-seeds-1-kg.php
"RK Seeds Sesbania grandiflora , Agati Seeds  Sesbania grandiflora Seeds Sesbania Seeds , Fodder Seeds , Hummingbird Tree Seeds, fodder seeds planting",10.00 gm,10 Gm x 1 Qty,125,150,25,https://agribegri.com/products/sesbania-grandiflora---agati-seeds--sesbania--grandiflora--seed.php
"RK Seeds Drum Stick Tree Seed , Moringa seeds , Moringa Oleifera Seeds ,Moringa - Drum Stick,   PKM-1, PKM-2,& ODC varieties seeds plantation seeds",250.00 gm,250 Gm x 1 Qty,450,600,150,https://agribegri.com/products/moringa-seed-online-in-india--price-of-moringa-seeds.php
"RK Seeds - Sterculia Foetida Seeds Ornamental Flower Seeds - Java Olive, Peon, Poon Tree, Sterculia Nut, Bastard Poon Tree,Sterculia foetida planting",100.00 gm,100 Gm x 1 Qty,250,400,150,https://agribegri.com/products/-rk-seeds---sterculia-foetida-seeds--ornamental-flower-seeds-.php
