name,quantity,notes,final_price,original_price,discount,url
"Jaivizyme Amino Acids 20%, Helps in absorption of mineral nutrients and activates the physiological process.",10.00 liter,1 Ltr x 10 Qty,3494,9000,5506,https://agribegri.com/products/buy-amino-acids.php
"Cromin+ Ammonium Polyphosphate NPK 10:34:00 , Excellent Liquid Phosphatic Fertilizer",1.00 liter,1 Ltr x 1 Qty,758,1100,342,https://agribegri.com/products/buy-cromin.php
Agriventure Azotebuc ( Azoxystrobin 11% + Tebuconazole 18.3% Sc ) Fungicide,250.00 ml,250 ML x 1 Qty,499,799,300,https://agribegri.com/products/azoxystrobin-11--tebuconazole-183-online--fungicide-online.php
HPM All Clear - Paraquat Dichloride 24% SL Non Selective & Contact Herbicide,2.00 liter,1 Ltr x 2 Qty,688,1860,1172,https://agribegri.com/products/buy-paraquat-dichloride-24-online--shop-hpm-all-clear-online.php
HPM GADAR (Pendimethalin 30% EC) Pre-Emergence Selective Herbicide For Controlling Broad Leaved Weeds,1.00 liter,1 Ltr x 1 Qty,560,1000,440,https://agribegri.com/products/buy-pendimethalin-30-online--shop-hpm-gadar-online--agrostore.php
"Bayer Ricestar Fenoxaprop-p-ethyl 6.9 EC, Selective Herbicide Post Emergent Herbicide.",500.00 ml,500 ML x 1 Qty,1473,1960,487,https://agribegri.com/products/buy-bayer-ricestar-fenoxaprop-p-ethyl-69-ec.php
"Sumitomo Lano Pyriproxyfen 10% SC Insecticides, Pyridine-Based Pesticide Used Against Variety Of Arthropoda.",1.00 liter,1 Ltr x 1 Qty,1310,2160,850,https://agribegri.com/products/buy-sumitomo-lano-insecticides.php
Agriventure MAXICO (Metalaxyl 8% + Mancozeb 64% WP) Broad-Spectrum Fungicide,500.00 gm,500 Gm x 1 Qty,427,950,523,https://agribegri.com/products/buy-metalaxyl-8--mancozeb-64-wp--broad-spectrum-fungicide.php
"Agriventure Derin (Deltamethrin 11% Ec) Insecticide, Effective Controls Of Bollworm, Fruit Borer, Leaf Folder, Fruit Borer, Thrips",250.00 ml,250 ML x 1 Qty,381,699,318,https://agribegri.com/products/buy-deltamethrin-11-online--bollworm-and-fruit-borer-online.php
Sumitomo Progibb Easy Gibberellic Acid 40% WSG Plant Growth Regulator Used For All Crops,25.00 gm,2.5 Gm x 10 Qty,780,1290,510,https://agribegri.com/products/buy-progibb-gibberellic-acid-40--progibb-easy-sumitomo-price.php
"Kisan4u Organic Carbon 40% Organic Fertilizer, Bio Stimulants Powder Fertilizer, Increases soil exchange capacity.",100.00 gm,100 Gm x 1 Qty,450,625,175,https://agribegri.com/products/buy-organic-carbon-40-online--organic-fertilizer--agro-store.php
"Siddhi Vegetable Garden 40MM Rain Pipe for 600 Sq m Area with Rain Pipe(2) Cock(6), Joiner(6), End Cap(6), grommet(6) and Drill Bit(1)",1.00 set,,3397,3799,402,https://agribegri.com/products/buy-40-mm-rain-pipe-online--buy-rain-pipe-with-accessories-india.php
"Shivalik House Care AlphaCypermethrin, 10% SC, Used for Indoor Residual Spray to Control Mosquitoes, Houseflies, Cockroaches",500.00 ml,100 ML x 5 Qty,457,500,43,https://agribegri.com/products/buy-shivalik-house-care-alphacypermethrin-10-sc.php
"Tata Rallis Ishaan Chlorothalonil 75% WP Fungicide, For Controlling Downy Mildew, Anthracnose, Early Blight, Late Blight, Leaf Spot",500.00 gm,250 Gm x 2 Qty,675,1098,423,https://agribegri.com/products/buy-tata-rallis-ishaan-chlorothalonil-75-wp.php
"DCON - 100% Organic Product Helps To Control Fungal Infections Like Phytophthora, Anthracnose, Pythium, Fusarium spp.",250.00 ml,250 ML x 1 Qty,373,412,39,https://agribegri.com/products/swyug.php
"VetMantra H+ (Alluminium Pack) Multivitamin, Vitamin A, D3 and E (Mineral Mixture)",1.00 liter,1 Ltr x 1 Qty,630,1518,888,https://agribegri.com/products/buy-cow-food-online--buy-mineral-mixture-online--vetmantra-h.php
Maxgrow - For Promoting Branching And Growth In Crops and Fruit Plantation Like Banana,250.00 ml,250 ML x 1 Qty,374,440,66,https://agribegri.com/products/sdfhuj.php
"Coromandel Jatayu Chlorothalonil 75% WP Fungicide, A Broad Spectrum Contact Fungicide and is Highly Effective Against Anthracnose.",1.00 kg,1 Kg x 1 Qty,1251,1750,499,https://agribegri.com/products/buy-coromandel-jatayu-chlorothalonil-75-wp-fungicide.php
"Gumtree Blue Sticky Traps (250mm x 330mm) Non-Pesticide & Eco Friendly Traps, Dust free with both side Release Paper.",20.00 no,,1114,1200,86,https://agribegri.com/products/buy-blue-sticky-traps-online--buy-sticky-traps-for-farming-.php
"Dr. Bacto's Nemos, Paecilomyces Lilacinus, Effective on Nematodes For All Crops",1.00 liter,1 Ltr x 1 Qty,751,883,132,https://agribegri.com/products/hiodw.php
"Dr. Bacto's Fluro, Pseudomonas Fluorescence, Bio Fungicide, Effective Control on Root Rot, Stem Rot, Leaf Spot, Wilt, and Blight",1.00 liter,1 Ltr x 1 Qty,668,786,118,https://agribegri.com/products/buy-pseudomonas-fluorescence-online--buy-bio-fungicide-online.php
"Instacheal Fe 12%, EDTA Chelated Ferrous 12%, EDTA Chelated Iron, Plant Nutrition, Micronutrient Ferrous",500.00 gm,500 Gm x 1 Qty,674,793,119,https://agribegri.com/products/buy-micro-nutrient-fertilizer-online--buy-chelated-fe12-online.php
"Adama Tapuz Buprofezin 15% + Acephate 35% WP, Long-Lasting and Effective Tool for BPH and WBPH in Rice",1.00 kg,500 Gm x 2 Qty,1076,1450,374,https://agribegri.com/products/buy-adama-tapuz-buprofezin-15--acephate-35-wp.php
"Adama Acemain Acephate 75% SP, For Effective Control Of Wide Range Of Chewing And Sucking Pest",1.00 kg,1 Kg x 1 Qty,723,1290,567,https://agribegri.com/products/buy-adama-acemain-acephate-75-sp.php
"Tata Rallis Takumi Flubendiamide 20% WDG, Recommended For Heliothis In Cotton and Rice Stem Borer.",100.00 gm,100 Gm x 1 Qty,699,1153,454,https://agribegri.com/products/buy-tata-rallis-takumi-flubendiamide-20-wdg.php
"Tata Rallis Nagata Ethion 40% + Cypermethrin 5% EC, Effective against Whiteflies On Cotton and Vegetables",1.00 liter,100 ML x 10 Qty,1075,2030,955,https://agribegri.com/products/buy-tata-rallis-nagata-ethion-40--cypermethrin-5-ec-online-.php
"Neptune Cs-62 Powerful 62cc Engine 4 Hp Petrol Chain Saw With 22 Inch Cutter Bar, 2 Stroke Engine",1.00 qty,,10878,20000,9122,https://agribegri.com/products/buy-neptune-chainsaw-nc-62-online--buy-powerful-chainsaw.php
"Bayer Buonos - Tebuconazole 38.9%, Systemic Fungicide, For Control Of Leaf Spot Disease And Powdery Mildew",1.00 liter,500 ML x 2 Qty,2000,2300,300,https://agribegri.com/products/buy-bayer-buonos-online--buy-fungicide-online-india--agrostore.php
"Shroomness Pink Oyster Mushroom Spawn, 100% Clean, Concentrated, Active Mycelium Grain Spawn.",350.00 gm,350 Gm x 1 Qty,316,410,94,https://agribegri.com/products/buy-shroomness-pink-oyster-mushroom-spawn-online--agro-store.php
"BACF Mox Paraquat Dichloride 24% SL Herbicide , Target To Grassy And Broadleaved weeds and other weeds pests",2.00 liter,1 Ltr x 2 Qty,918,1330,412,https://agribegri.com/products/buy-bacf-mox-paraquate-dichloride-24-sl.php
"BACF Bcontrol Validamycin 3% L. Fungicide, Targets Paddy, all bacterial diseases and Sheath Blight, Non Systematic antibiotic with fungicide action",1.00 liter,1 Ltr x 1 Qty,590,665,75,https://agribegri.com/products/buy-bacf-bcontrol-validamycin--3-l-.php
"BACF Optus - Emamectin Benzoate 1.9% EC, Systemic And Contact Action Result Oriented Effective insecticides",200.00 ml,100 ML x 2 Qty,507,550,43,https://agribegri.com/products/buy-bacf-optus-emamectin-benzoate-19-ec.php
"Tuffpaulin Hay Covers, Heavy Duty Material, Weather Resistant, Multi Purpose Usage",1.00 qty,150 GSM 40 FT x 30 FT,7358,9924,2566,https://agribegri.com/products/buy-200-gsm-tarpaulin-online--buy-truck-cover-online--agrostore.php
"Magic Protector TR (Organic Bio Herbal Pesticide, Special product for Thrips, Mites & Leaf Miner Controller)",500.00 ml,500 ML x 1 Qty,1090,1250,160,https://agribegri.com/products/buy-organic-pesticide-online--buy-thrip--mite-controller-online.php
"VetMantra UT, Uterine Tonic for Cow and Buffalo, For Retension Of Placenta, Uterine Infections, Irregular Lochial Discharge",1.00 liter,1 Ltr x 1 Qty,285,340,55,https://agribegri.com/products/buy-mineral-mixture-online--buy-cow-and-buffalo-tonic-online.php
"BACF CaTnip Chlorpyriphos 20% CS Systemic Insecticides, For Paddy, Groundnut, Cotton, Wheat and Vegetable crops",2.00 liter,500 ML x 4 Qty,1149,1180,31,https://agribegri.com/products/buy-bacf-catnip-chlorpyrifos-20-cs.php
"STUFF (Carbendazim 12% + Mancozeb 63% WP) Broad Spectrum Systemic Fungicide, Effective Against Many Disease",2.00 kg,1 Kg x 2 Qty,987,2400,1413,https://agribegri.com/products/buy-carbendazim-12--mancozeb-63-online--buy-hpm-stuff-online.php
Sonkul Agro Industries Combo Of Bio Phero Tuta Absoluta (Ta) Lure And Delta Trap For Tomato Leaf Miner,2.00 set,Trap + Lure,287,300,13,https://agribegri.com/products/buy-pheromone-trap-online--buy-trap-for-tomato-crop-online.php
Sonkul Agro Industries Combo of BIO PHERO LO (Lucinodes Orbonalis) Lure & Delta Trap For Brinjal Fruit & Shoot Borer,10.00 set,Trap + Lure,712,1500,788,https://agribegri.com/products/buy-pheromone-trap-online--buy-lucinodes-orbonalis-lure-online.php
Sonkul Agro Industries Combo Pack of Oriental Fruit Fly (Bactrocera Dorsalis) Lure & Glass Trap,2.00 set,Trap + Lure,253,300,47,https://agribegri.com/products/buy-bactrocera-dirsalis-online--buy-pheromone-trap--lure-online.php
Sonkul Agro Industries Combo Of BIO PHERO BC Bactrocera cucurbitae (Melon Fruit Fly) Lure & Glass Trap,2.00 set,Trap + Lure,253,300,47,https://agribegri.com/products/buy-bactrocera-cucurbitae-online--buy-melon-fly-trap-online.php
Combo Pack of BIO PHERO SL Spodoptera Litura Lure (Leaf Eating Caterpillar) & Funnel Trap,2.00 set,Trap + Lure,223,300,77,https://agribegri.com/products/buy-pheromone-trap-online--buy-funnel-trap-online--agrostore.php
"Urvara Proban Organic Sucking Pest Controller, Control White Fly, Aphids, Jassids Etc.",1.00 liter,1 Ltr x 1 Qty,2062,2129,67,https://agribegri.com/products/buy-organic-sucking-pest-online--urvara-proben--agro-store.php
"Sumitomo Excel Mera 71 Systemic Herbicide Ammonium Salt of Glyphosate 71% SG, Non-Selective, Post Emergent Herbicide",1.00 kg,100 Gm x 10 Qty,1065,1720,655,https://agribegri.com/products/excel-sumitomo-mera-71.php
"UPL Saathi Pyrazosulfuron Ethyl 10% WP Herbicide, Pre Emergence Systemic Weedicide Used in Paddy Crop to Control Grasses and Broad Leaf Weeds",80.00 gm,80 Gm x 1 Qty,228,364,136,https://agribegri.com/products/upl-saathi-pyrazosulfuron-ethyl-10-wp.php
Sonkul Agro Growth Promoter Am Star (Total Amino Acids 80%) Improves the Quality and Shelf-life of Fruit and Vegetables,500.00 gm,500 Gm x 1 Qty,425,,,https://agribegri.com/products/buy-plant-promoter-online--buy-amino-acid-online--agrostore.php
"UPL Atabron Chlorfluazuron 5.4% EC Insecticides, Contact and Stomach Action Against Larvae of Spodoptera, Plutella and Heliothis",1.00 liter,1 Ltr x 1 Qty,1237,1312,75,https://agribegri.com/products/buy-upl-atabron-chlorfluazuron-54-ec-.php
"Indus Seeds Virat Onion Seeds , Suitable for Rainy, Winter Cultivation, Bulb Weight 100-200 Gram,High yield, Uniform Bulbs.",200.00 gm,100 Gm x 2 Qty,467,480,13,https://agribegri.com/products/indus-seeds-virat-onion-seeds-.php
Sonkul Agro Industries Product Sun Bio Phosi Bio fertilizer (Phosphate Solubilising Bacteria Phosphobacteria),5.00 liter,5 Ltr x 1 Qty,1837,1900,63,https://agribegri.com/products/buy-phosphate-solubilising-bacteria-online--buy-biofertilizer.php
UPL SAAF Carbendazim 12% + Mancozeb 63% WP Fungicide (Dual Mode Systemic and Contact Fungicide),2.00 kg,1 Kg x 2 Qty,1310,1800,490,https://agribegri.com/products/upl-saaf-carbendazim-12--mancozeb-63-wp-fungicide.php
"Indus Bijilee Shubhra Seeds, Bijilee Fool Ke Beej, Bijilee Seeds, Very Good Quality.",10.00 gm,10 Gm x 1 Qty,500,520,20,https://agribegri.com/products/buy-bijli-shubhra-seeds-online--indus-seeds--online-agrostore.php
"Nutribloom Organic Liquid Humic & Fulvic Acid, Product of USA Plant, Best Plant Stimulator",250.00 ml,250 ML x 1 Qty,325,500,175,https://agribegri.com/products/buy-liquid-humic-acid-online--buy-humic-acid-online--agrostore.php
"Bayer Alanto Thiacloprid 240 SC 21.7% ww Insecticides, Belongs to a Group of Neonicotinoid, An Effective Tool and Broad Spectrum of Pests",200.00 ml,100 ML x 2 Qty,758,1020,262,https://agribegri.com/products/dx--.php
"Nagarjuna Profex Super Profenofos 40% + Cypermethrin 4% EC,  Used For Lerva Type Insect Killing, Used On All Vegetables",100.00 ml,100 ML x 1 Qty,148,164,16,https://agribegri.com/products/profex-super-.php
"VNR Sarita F1 Hybrid Bottle Gourd Seed, Lauki Ke Beej, Green Color and Elongate Shape",50.00 gm,10 Gm x 5 Qty,332,380,48,https://agribegri.com/products/buy-vnr-hybrid-bottle-gourd-sarita.php
"Siddhi Vinayak Rain Pipe 100 Meter Length With Accessories (Cock, Rubber Grommet, Joiner, End Connector) UV Resistant, Easy To Use And Setup.",1.00 set,20 MM,1090,1800,710,https://agribegri.com/products/buy-32mm-rain-pipe-online--buy-rain-pipe-for-agriculture-online.php
"PI Keefun Tolfenpyrad 15% EC, Inseticides, Control Wide Range of Insect Pests.",250.00 ml,250 ML x 1 Qty,669,1093,424,https://agribegri.com/products/pi-keefun-tolfenpyrad.php
"Biostadt Bioclaim Emamectin Benzoate 5% SG,  Non-Systemic insecticide,  Best To Use In Cotton.",5.00 kg,250 Gm x 20 Qty,7980,33000,25020,https://agribegri.com/products/buy-biostadt-bioclaim-emamectin-benzoate-5-sg.php
"Katyayani Attack CS Lambda Cyhalothrin 4.9% CS Insecticide Liquid, Highly Effectiveness Against Target Pest",750.00 ml,250 ML x 3 Qty,680,840,160,https://agribegri.com/products/buy-lambda-cyhalothrin-49-online--buy-katyayani-jackal-.php
"Pad Corp Super Strong Sprayer Machine Belt, High Quality Material, Adjustable Belt",1.00 set,,394,800,406,https://agribegri.com/products/buy-sprayer-machine-belt-online--adjustable-machine-belt-.php
"Katra Fertilizers Haldi Baan Curcumin 1% Botanical Fungicide, For Controlling Fungus Disease Like Early Blight, Downy Mildew",250.00 ml,250 ML x 1 Qty,558,620,62,https://agribegri.com/products/buy-botanical-fungicide-online--cucrmin-1---online-agro-store.php
"Katra Fertilizers Miticide Extraction of Datura Metel For Thrips, botanical miticide extracted from Neem and Datura",1.00 liter,250 ML x 4 Qty,3251,3320,69,https://agribegri.com/products/buy-botanical-miticide-online--botanical-miticide--agro-store.php
Katra Fertilizers Bio-Ringa Moringa (Ascorbic Acid) Vitamin-C 0.4% (Bio-Stimulant) Plant Fertilizers For Garden And Farms,500.00 ml,250 ML x 2 Qty,761,800,39,https://agribegri.com/products/buy-ascorbic-acid-online--buy-organic-fertilizer-online-india.php
"Willowood VALXTRA Hexaconazole 5% + Validamycin 2.5% SC, Best For Shealth Blight And Blast",500.00 ml,500 ML x 1 Qty,516,751,235,https://agribegri.com/products/buy-willowood-valxtra-hexaconazole-5validamycin-25-sc-.php
"Utkarsh Rhizoz (Rhizobium Nitrogen Fixing Bacteria), Fixes Free Nitrogen Available In the Air",1.00 liter,1 Ltr x 1 Qty,435,650,215,https://agribegri.com/products/buy-utkarsh-rhizo-online--nitrogen-fixing-bacteria-fertilizer.php
Greatindos A GRADE Lime Stone Powder Chuna Powder For Raising Soil PH Level,1.00 kg,1 Kg x 1 Qty,359,540,181,https://agribegri.com/products/buy-soil-ph-level-balancer-online--buy-limestone-powder-online.php
"Utkarsh NOP 13:00:45 (Potassium Nitrate) KNO3 (100% Water Soluble Complex Fertilizer), Best for Drip Irrigation",900.00 gm,900 Gm x 1 Qty,424,570,146,https://agribegri.com/products/fbrc-fdt-c.php
Utkarsh Silfert - Potash Fortified with Silicon (Enhances Silica Absorption in Plants),250.00 ml,250 ML x 1 Qty,227,290,63,https://agribegri.com/products/fgvc-cf.php
"Utkarsh Metarhoz-P (Metarhizium Anisopliae 1% W.P.) Bio Pesticide, Controls Effective Pests and Improves Soil & Crop Health",1.00 kg,1 Kg x 1 Qty,530,680,150,https://agribegri.com/products/buy-metarhizium-anisopliae-online--utkarsh-metarhoz--agro-store.php
"Utkarsh VAMoz-P (Mycorrhiza with 100 IP Per Gm) Vesicular Arbuscular Mycorrhizal, Bio Fertilizer",900.00 gm,900 Gm x 1 Qty,456,530,74,https://agribegri.com/products/tgy-yh.php
"Utkarsh Composter-L (Quick Decomposition Of Organic Waste Into Compost) Waste Decomposer, Accelerate Decomposition of Kitchen, Garden Waste",1.00 liter,1 Ltr x 1 Qty,433,650,217,https://agribegri.com/products/yjnmj.php
"Utkarsh Potaz (Potassium Solubilizing Bacteria - KSB) Bio Fertilizer, Improves Soil Health and Stimulates Plant Growth",1.00 liter,1 Ltr x 1 Qty,435,650,215,https://agribegri.com/products/hm-h-mh.php
"Utkarsh Phosphoz (Phosphate Solubilizing Bacteria - PSB) Biological Fertilizer, Promotes Soil Health and Improves Soil Structure",1.00 liter,1 Ltr x 1 Qty,435,650,215,https://agribegri.com/products/cedxz-de.php
"Utkarsh Microbes-DG, Liquid Consortium of Different Microorganisms For Soil and Plant Health, Bio Fertilizer",1.00 liter,1 Ltr x 1 Qty,475,690,215,https://agribegri.com/products/iojf-o-jmq.php
"Utkarsh Sudoz-P (Pseudomonas Fluorescens 1.0% W.P.) Bio Pesticide, Control Soil-Borne Fungal Diseases & Nematodes",1.00 kg,1 Kg x 1 Qty,494,650,156,https://agribegri.com/products/gtyn-rgyn-.php
"Utkarsh Trichoz-P (Trichoderma Viride 1.5% W.P.) Bio Pesticides, Protects Crop & Plants Against Soil-Borne Pathogens",1.00 kg,1 Kg x 1 Qty,433,650,217,https://agribegri.com/products/h-yyyyyy-yh.php
"Portable Power Sprayer 4 Stroke Petrol Engine (NPW-768 WH), Heavy Duty, Brass  Made Pressure Gun",1.00 qty,,15949,22000,6051,https://agribegri.com/products/portable-power-pressure-sprayer-pump.php
Greatindos GRADE A Premium Quality 100% Organic Neem Cake Used For Cotton And Sugarcane,500.00 gm,500 Gm x 1 Qty,315,700,385,https://agribegri.com/products/buy-neem-cake-online--buy-cheapest-neem-cake-fertilizer-online.php
Greatindos GRADE A Premium Quality NPK MOP (Muriate Of Potash) (NPK 00:00:60),1.00 kg,1 Kg x 1 Qty,508,700,192,https://agribegri.com/products/buy-npk-000060-online--buy-red-muriate-of-potash-online.php
Greatindos GRADE A Premium Quality NPK 05:05:05 Hydroponic Fertilizer,1.00 kg,1 Kg x 1 Qty,508,1000,492,https://agribegri.com/products/buy-npk-050505-online--grade-a-npk-05-05-05--agro-store-.php
"Greatindos Premium Quality Grade-A NPK 4:18:38 Hydroponic Fertilizer, For Overall Plant Growth",1.00 kg,1 Kg x 1 Qty,508,700,192,https://agribegri.com/products/buy-npk-41838-online--buy-41838-hydroponic-fertilizer-online.php
Greatindos Premium Quality NPK 20:20:20 Hydroponic Fertilizer for Overall Plant Growth.,1.00 kg,1 Kg x 1 Qty,478,1200,722,https://agribegri.com/products/buy-npk-202020-fertilizer-online--best-npk-202020-online.php
"Bayer Ambition , A Unique Crop Supplement Formulation With Amino Acids And Fulvic Acids, Improving Enhancing Crop Efficiency",250.00 ml,250 ML x 1 Qty,323,410,87,https://agribegri.com/products/buy-bayer-ambition-online--bayer-crop-science.php
"Bayer Evergol Xtend - Penflufen 13.28% ww + Trifloxystrobin 13.28% ww FS, Unique Combination, It provides Active Root Growth Promotion",400.00 ml,40 ML X 10 Qty,3923,5100,1177,https://agribegri.com/products/buy-evergol-extend-online--penflufen-1328--trifloxystrobin-.php
"Bayer Movento Energy- Spirotetramat 11.01 + Imidacloprid 11.01% ww SC Long Lasting Efficiency, Broad Spectrum Insecticide",200.00 ml,100 ML x 2 Qty,868,1060,192,https://agribegri.com/products/bayer_movento_energy_spirotetramat_imidacloprid.php
"BHEEMA+ - Thiamethoxam 30% FS Systemic Seed Treatment Insecticide, Protects Against Target Pests, Used To Treat Seeds",1.00 liter,1 Ltr x 1 Qty,1379,2100,721,https://agribegri.com/products/buy-thiamethoxam-30-fs-online--bheema-systemic-insecticide.php
"Anand Lignofert (Mixture Of Ammonium And Calcium Lignosulphonate ), Maintains The pH Of The Soil",500.00 ml,500 ML x 1 Qty,778,864,86,https://agribegri.com/products/buy-organic-fertilizer-online--buy-organic-acid-base-product-mix.php
"Anand Scale Up (Brassinolide) Based Flowering Bio Stimulant, Size Enhancer, Improves Berry Size & Crunchy, Shiny Fruit And Increases Berry Weight",250.00 ml,250 ML x 1 Qty,1456,1618,162,https://agribegri.com/products/buy-flowering-biostimulant-online--brassinolide-based-pgr-.php
"Dr. Bacto's Nitrous, Azospirillum Spp. Azospirillum Colonization, Non-Toxic",1.00 liter,1 Ltr x 1 Qty,657,773,116,https://agribegri.com/products/buy-azospirillum-bio-fertilizer-online--online-agro-store-.php
Bayer Luna Experience - Fluopyram 17.7% + Tebuconazole 17.7% ww SC Systemic Fungicide,100.00 ml,100 ML x 1 Qty,677,930,253,https://agribegri.com/products/fvg-.php
"Bayer Laudis - Tembotrione 42% SC (34.4% ww) Broad Spectrum Post Emergence Herbicide, Surfactant For Control Of Broad Leaf and Grassy Weeds",230.00 ml,230 ML x 1 Qty,2697,3980,1283,https://agribegri.com/products/yubds-.php
"BACF BPRID - Acetamiprid 20% SP Systemic Insecticide, Best For Cotton, Vegetable, And Fruit Crops",100.00 gm,100 Gm x 1 Qty,250,,,https://agribegri.com/products/buy-acetamiprid-20-sp-online--buy-insecticide-online.php
"BACF Quash - Oxyfluorfen 23.5% EC Herbicide , Pre Emergence Broadleaf and Grass Weeds, Pre emergence Action",100.00 ml,100 ML x 1 Qty,233,325,92,https://agribegri.com/products/buy-herbicide-online--buy-quash-oxyflourfen-235-ecww-online.php
"UTKARSH Huminoz-98 Humic Acid 98% for Plant, Plant Fertilizer For Potted Plants, Plant Growth Enhancer, Soil Conditioner, Improves Plant Root System",900.00 gm,900 Gm x 1 Qty,532,650,118,https://agribegri.com/products/rg-gt.php
Roots Power - Complete bio-plant Hormone Mixture for Stimulating Rapid and Prolific Rooting of all types of Plant Cutting.,500.00 gm,100 Gm x 5 Qty,1312,1600,288,https://agribegri.com/products/buy-root-power-online.php
"Dr. Bacto's VAM, Liquid Formulation of Vesicular Arbuscular Mycorrhiza, Liquid Fertilizer",1.00 liter,1 Ltr x 1 Qty,800,941,141,https://agribegri.com/products/buy-mycorrhiza-online--mycorrhizal-fungi-for-sale-india.php
"Dr. Rich (Reduce And Stabilize Ph, TDS and EC of Spray Solution) Eco-Friendly",250.00 ml,250 ML x 1 Qty,405,477,72,https://agribegri.com/products/buy-pgr-ph-balancer-online--online-agro-store--dr-rich-.php
"BACF PLOD - Pendimethalin 30 % EC, Pre Emergence Herbicide, Broadleaf and Grass Weeds",2.00 liter,1 Ltr x 2 Qty,1097,1580,483,https://agribegri.com/products/buy-oxyflourfen-235-online--buy-plod-pendimethalin-30-online.php
"BACF CARMAN - Carbendazim 12% + Mancozeb 63% WP Fungicide ,  Contact and systematic, Best For Blast, Leaf Spot And Tikka.",500.00 gm,500 Gm x 1 Qty,334,450,116,https://agribegri.com/products/buy-carman-insecticide-online--carbendazim-12--mancozeb-63.php
"BACF Ceaxor  Bacillus Contortia Fungal Repellent , Targets Fusarium wilt, collar rot, and fungal disease.",1.00 liter,1 Ltr x 1 Qty,486,550,64,https://agribegri.com/products/bacf_ceaxor_bacillus_contortia_fungal_repellent.php
"Bayer Confidor Super Imidacloprid 350 SC (30.5% ww) Applicable For Aphid, Jassid, Thrips",1.00 liter,100 ML x 10 Qty,6771,8900,2129,https://agribegri.com/products/dxxw.php
Greatindos Premium Quality NPK 00:52:34 (Mono Potassium Phosphate) Fertilizer,1.00 kg,1 Kg x 1 Qty,900,1200,300,https://agribegri.com/products/wsnin.php
"Hardwood Sawdust for Mushroom Cultivation (Unsterilizer), Suitable for all cultivable mushroom",900.00 gm,900 Gm x 1 Qty,408,450,42,https://agribegri.com/products/buy-sterilized-sawdust-online--hardwood-sawdust-for-mushrooms.php
"Organic Sterilized Sawdust. a by-product or waste product of woodworking operations such as sawing, sanding, milling, planing, and routing.",900.00 gm,900 Gm x 1 Qty,338,380,42,https://agribegri.com/products/sawdust-mushroom-spawn--buy-mushroom-online--agro-store-.php
"Greeno Biotech 450 GSM Bed for Azolla Cultivation HDPE UV Stabilized, Mutli - Threated Stitching Quality, Waterproof , Well Tested, Durable.",1.00 qty,450 GSM,1221,2200,979,https://agribegri.com/products/buy-450-gsm-azollabed-online--azolla-bed-buy-online--agrostore.php
"Bayer Confidor Imidacloprid 17.1% Broad Spectrum Insecticide, For Control of Aphid, Jassid, Thrips, White Fly, Termite, Hopper and Others",100.00 ml,100 ML x 1 Qty,381,520,139,https://agribegri.com/products/ijso.php
ABACIN Abamectin 1.9% EC Insecticide And Acaricide Crystal. It acts in Contact and Stomach Action,100.00 ml,100 ML x 1 Qty,653,861,208,https://agribegri.com/products/abamectin-19-ec-dosage--crystal-abacin-uses--best-insecticide.php
"Greatindos Grade A NPK 12:61:00 (Mono Ammonium Phosphate) Fertilizer, It Contains a Higher Percentage of Phosphorus",1.00 kg,1 Kg x 1 Qty,978,1300,322,https://agribegri.com/products/buy-mono-ammonium-phosphate-online--npk-126100-price.php
"Siddhi Inline 16mm Drip Pipe, Dripper at Each 40cm, 4 Liter Water Discharge per Hour, Length-300 Meters",1.00 qty,,3572,4299,727,https://agribegri.com/products/16-mm-inline-drip-pipe--iso-drip-pipe-price--online-agro-store.php
Dr. Bacto's Ampelo (Ampelomyces Quisqualis) Effective On Powdery Mildew of Fruits and Vegetable Crops,1.00 liter,1 Ltr x 1 Qty,794,934,140,https://agribegri.com/products/buy-ampelomyces-quisqualis-online--organic-fungicide-list.php
"Greatindos Grade A Premium Quality NPK 13:40:13 Hydroponic Fertilizer, 100% Water Soluble",1.00 kg,1 Kg x 1 Qty,878,1200,322,https://agribegri.com/products/buy-npk-134013-online--13-40-13--buy-water-soluble-fertilizer.php
"Gentex Sunhari Research Fenugreek Seeds, Methee Seeds, High Yielding & Medium Bolding Variety",3.00 kg,3 Kg x 1 Qty,745,753,8,https://agribegri.com/products/gentex_sunhari_research_fenugreek_seeds_methee_seeds_high_yielding_medium_bolding_variety.php
"Anand K-Fast, Enhances The Availability Of Potash From Soil To The Plants, Improve Fruit Color,  Strengthens Plants Against Biotic And Abiotic Stress",250.00 ml,250 ML x 1 Qty,371,436,65,https://agribegri.com/products/buy-potash-plant-growth-promoter-online--online-agro-store.php
"Anand Sea Ruby (Powder), 100% Water Soluble Naturally Derived Green Seaweed Extract, Enhances Yield And Marketable Quality",250.00 gm,250 Gm x 1 Qty,516,607,91,https://agribegri.com/products/buy-seaweed-extract-powder-online--online-agro-store-.php
"Real Sona (Grapes Special) Improves Length, Bunch Berry, Color & Weight Of Grapes",100.00 ml,100 ML x 1 Qty,701,779,78,https://agribegri.com/products/buy-real-sona-bio-stimulant-online--buy-plant-promoter-online.php
"Anand Root-Fast Powder (Super Potassium Hamate 98%) Plant Growth Promoter, Improves Soil Health And The Nutrient Uptake",500.00 gm,500 Gm x 1 Qty,543,639,96,https://agribegri.com/products/buy-root-fast-98-online--buy-super-potassium-humate-98-online.php
